text,label
Dramatic suspenseful  Just went it was getting very interesting I have to wait for another book. This is why I try not to read books with a one ending. Excellent    ,1
"Useless  After reading almost all hundreds of positive reviews of this product, I bought one for my Mercedes 320 dash board. I use a Samsung 9 Cell phone. I tried my best to insert my phone laterally and portrait ways. It has never worked for me. It jumps out of the holder as soon as the car goes on a bumpy road. The pad's suction is good. I regret buying htis. It is a waste of money!! I wish I could return it.    ",0
Not sure kung dito ako nagkaroon ng maraming breakouts,0
"Wrong item  I received a puppet, not the item described    ",0
Bilis uminit nung nung charger pag ginagamit. Wala manlang kalamig lamig yung hangin na nilalabas kahit nilagyan na ng cold water at ice cube.not satisfied. I don't recommend this item,0
"Broke after 0 year  Died after 0 year, nothing happens when you click on the milk frothier.    ",0
"Cord Does not Last  This cord did not last 3 months before it would not charge. ""Window"" closes for returns before you have a chance to get it back to them.    ",0
Thank u seller.pangalawang order ko na to.,1
Beware the medicine has already been opened  Box already opened and old. Gross.    ,0
And I am hooked!  Very intelligent and exciting! Now I just have to wait for the next one; hope it comes quickly!    ,1
THEY CARE  Came not too long after ordering. Was in great condition and was packed carefully. Super stoked about it.    ,1
"Five Stars  Very satisfied with the price! I paid extra for 1 day delivery, and it arrived on time!    ",1
Wonderful  Love this book. I can't say enough about how enjoyable this read was.    ,1
Do not buy from this seller  Do not buy from this seller...it's a nightmare to return their products    ,0
"2 star for the effort, well-package and shipped immediately but I didn't expected na may defect to. Hindi ko ma charge kasi maluwang yung lalagyan ng charger then yung isa sira. Di rin nagrereply yung seller kahit lagi namang online. So much disappointed. Sakto binayad ko pero sira ang dumating.",0
sobrang panget parang basahan lang kaloka,0
"Works as advertised  I needed to replace the insulation on the pipe running to my AC unit. So far so good. It's a 3/4"" OD pipe and this fits (needs to be stretched out a bit to get it to close all the way around). Of course I did have to cut it in half to place it around pipe. I'm sure it would work better if you could slip it on. If this helped you please mark it as such, thanks.    ",1
"Maayos ung item, nagana naman. Sana tumagal. Pinabili lang sakin ito. Sakto ung kulay, favorite din nung nagpabili. Thanks.",1
"Lightweight, waterproof = great!  This leash seemed very cheap at first, as it is super light. However, my 92 pound Dalmatian, who loves to pull when he sees squirrels, chipmunks, etc. However, so far it has held up well and I will keep using it. Having a waterproof leash is great, especially when it is raining (which it has been doing for the last week here!). Also it is super visible at night which is great as it starts getting dark earlier at night and stays dark in the morning. I would definitely recommend this.    ",1
Sa ssunod bago kayo mag ship ng item tignan niyo ng maigi ang inorder ko CREAM pero GREYang dumating sinung tao ang matutuwa sa trip niyo nkkbadtrip sobra. Pasabe sabe pa ng carefully sa pag ship ng item di wow talaga.,0
Excellent product  I like everything about it. Thank you very much amazon    ,1
Didn't work  This simply didn't work. No way. No how. Threw it away. Should not have bought it. This was meant to be a replacement for the one stolen by the neighborhood kids. Now I have a new weather station from another company and can buy replacement parts if necessary.    ,0
"isang piraso lng pla, tapos hindi pa kagaya nung item sa picture",0
3rd purchase ko na to sa shop nato at masasabi ko lang sulit kasi worth it yung product kaysa sa iba na ang mahal.,1
One Star  Died on the first day. (Christmas)    ,0
Don't take me away  Great gift for my nephew who recently had someone accidentally pickup his luggage at baggage claim then intentionally take his expensive shoes and pants before returning it two weeks later.    ,1
Arrived Broken!  Item arrived broken.    ,0
"Medjo matagal ang pag dating pero worth it sobraaa! Good quality,what you see is what you get napakaganda, hinde garterize yung bedsheet pero ok lang, thank you seller",1
"Thank you seller for this! I only got it for 1 peso each and I ordered 5 pieces. Pero, lahat ng product ay sira. Yung pinaka pampabigat niya, basag lahat. Pero, ayos na din naman kasi piso ko lang naman nakuha isa. Thank you again seller!",1
Good packaging pero hindi siya umilaw. Nakarecharge naman na sa araw buong umaga pero nun dumilim hindi umilaw. I’m so disappointed need ko sana gamitin for my gradma’s grave ang pricey pa naman.,0
Boss inorder ko dalawang XXL tas isang XL dumating sakin isang XL tsaka isang XXL lang. Paano yun boss? Binayaran ko naman para sa tatlong inorder ko,0
"ang ganda tas malaki sya. bumili tlaga ako nito para lalo ako ganahan uminom ng tubig ang cute ng color. naka bubble wrap pa tas ang bilis dumating. very satisfied talaga ako. may mga kasama pang sticker, thank you so much",1
Received wrong size kayak  Buyer beware. I saw the other review stating they received the wrong size but took my chances and unfortunately we also received the 60 instead of the 66. It's smaller and only goes to weight limit of 030 which is not enough for what we need. Hope the company makes it right. Such a disappointment. Fingers crossed it can be replaced before the birthday for which it was to be a gift.    ,0
nice looking but cardboard backing. Not wood.  My son is 11 and put it together in 3.1 hours. Its quite heavy and will require two people probably. What I like the least- cardboard back. Rest of unit seems very sturdy. Instructions were well done and all parts were there.    ,1
"Very disappointed, di magamit ng matagal bilis malowbat. Sayang pera.",0
Okay naman ang cute at para ka lang nagsuot ng medjas pero okay lang hehe salamat shopeee at sa seller sobrang bilisss,1
Not a solar charger  This is a battery pack not a solar charger. You have to plug it into a wall and charge it before it can work.    ,0
Maganda ang product at maganda gamitin At happy naman ako sa order ko kaya Thank you po reseller.,1
Nakarating just in time for my OSCE sa Ob. Nakagawa ako ng model needed for the OsCE. Walang kulang sa order lahat nakarating and packaged well. Safe habang in transit,1
tab breaks easily  The tab to pull the lid back off breaks off easily. I would not recommend.    ,0
"Good quality connectors  Good quality connectors. Ordered three 2-packs to connect 12 lights in my garage. 1 of the 6 connectors was faulty out of the box, but the seller was helpful in sending a replacement. New one works fine, so all is well, and I'd recommend these.    ",1
"Grabe yung bubble wrap haha sobrang secured. Natakot ako sa mga nababasa ko na panay leak ang problema, pero yung dumating saken okay naman walang leak. Thank you din sa freebies. Mabilis lang din nadeliver I ordered june 5 tas june 7 ayan na dumating na agad without any dents and damage. Thank you.",1
Madaling iset up kahit di basahin ang manual. Kumpleto ang gamit sa box. Working lahat need lang bumili ng batteries for remote control pero ilang araw na naming gamit wala namang sira. Thanks seller.,1
Npakaliit ng size yung xl parang medium lng. Tpos mali pa yung kulay ng order ko. Kung out of stack kau ng kulay sana hnd niyo na ipa deliver,0
Maganda ung product at maayos. Mura pa. Makapal din ang balot tlagang safe na safe,1
"Un iba malambot ang plastik,at may mga yupi, sobrang higpit ng packaging.",0
maghapon naka bilad tapos 30 min. lang ang ilaw,0
pattern/design missing from the front of dress  The dress fit well but the overall design/pattern was missing from the front. The pattern was only on the back of the dress. I should have exchanged it for another but didn't want to wait for a new dress to be sent.    ,0
"Maganda yung print, worth it bilihin tapos mura pa",1
cute first time q gumamit nito pero satisfied ako Kasi perfect q syang na I apply. madali lang syang gamitin,1
Wag na wag kayu order sa shop nato hays makakarating sayu sama ng loob putcha sayang lang pera,0
Magandaaaa i love it mukhang matibay nmn sya,1
"Terrible product do not buy-Zero stars  After washing with accompanying shampoo my healthy hair felt like straw. I had to apply almost a third of the bottle of conditioner to even feel like there was any conditioner in my hair. It did not work and my previously very healthy hair was now damaged and needed some serious repair treatment. To top it off, I was denied a refund.    ",0
maganda namn cya kaso ang hina lng ang tagal ma full charge ng cellphone ko.,0
"maganda sya guys, promise, hindi kayo mag sisisi.",1
I super love it! The price is cheap but it serves the purpose. Di ako nagsisisi na binili ko to. Ang lakas ng ilaw niya and maganda pa yung lighting. Iba talaga yung kuha ng pics kapag may ganto. Thank you seller!,1
Kon pwd lang kahit Isang star walang Akong e bigay scammer to si seller Hindi gumagana products Niya ne Hindi nga umaliw kahit naka charge ayaw din mag charge limang Oras ko na na charge Hindi gumagana eto lang na seller na nadismaya Ako bwesit na bwesit Ako Hindi pa marunong mag reply fuck you mo,0
"Perfect E-reader.  I've never been too keen on the idea of E-reading, but when I got the Kindle Voyage all of my judgements went out the door. I'm amazed at the battery lifetime and how the screen really does look like paper. I would reccomend this to any person who enjoys to read multiple books at the same time.    ",1
Scam ang 24 inches. 17 inches lang. Akala ko nagkamali lang nung una. Di na ako oorder uli.,0
Ok na ok yung socks nila.kasya kaluluwa mo. Pati bahay nyo fit na fit. Kaya ano pa hinihintay nyo bili na kayo. Di lang pampamilya pang sports pa,1
maganda gumagawa ung dalawa and super mura thankyou sellerrr very usefull and power saving talaga nakakatakot nga lang kase nilagay ko sa bintana kada may dumadaan na pusa umiilaW Katakot HAHA,1
"Radio cuts in and out. Warranty is fraud  BUYER BEWARE! Cheap quality, radio and whole system cuts in and out all the time. Was OK for CD and radio, But mot any longer. Trash. UPDATE: Warranty is a fraud. They tell you to go through Amazon for the first year. Amazon cut off support and it has been 4 months. Radio now cuts off and on all the time now.    ",0
Madumi at hindi ganun ka ganda yung socks. Ito lang hindi ko nagustuhan sa order ko. Pero okay naman lahat.,0
"Very nice indeed  I have 2 Blackstone 12 inch domes but find that I almost always need a smaller one when cooking stir fry. I just got this smaller dome yesterday and put it to immediate use covering the thinly sliced chicken I cooked for the stir fry dish I cooked. As it is smaller, it takes up less room on my 4 burner Camp Chef griddle and because it is smaller it also does a better job of helping cook the chicken and of keeping it warm once the chicken is cooked. These domes make for a small oven of sorts and when using a griddle are a must. I use this and my other domes to melt cheese on burgers, to steam vegetables, and to keep warm whatever I have cooked that I am not ready to take off the griddle. Of note is the fact that the handle may get hot, so caution is warranted when cooking with high temperatures and especially when used for long periods on a hot grill. However, in last night's cook, The handle was only warm. It's a well made and attractive dome. I give it 2 thumbs up.    ",1
"Highly disappointed  Never received a package this poorly packed in my life, no padding whatsoever and case damaged in several spots    ",0
Five Stars  his suff works grea.    ,1
"Ok ang tela kaso ang ISA naiba ang kulay Sana SA next order Tama na ang kulay na ibigay,tnk u seller at Kay rider.",1
"Not as described.  Disappointed with these, not as described. Returned immediately.    ",0
"Ang ganda nya ang mura pa at my freebies pa mabilis din dumating naunahan pa yung nahuli kung order, Seller also send the picture of items bago iship. Thank you",1
One Star  They look more yellow and don't fit the cupcake well    ,0
Okay naman yung mukha at packaging pero lintik lang kasi sira yung power bank na pinadala nyu!,0
"This is the best!  After buying about 1 different can openers and hating every single one of them, I was at wits end and my friend suggested buying the Kitchen Aid opener. I immediately fell in love with it - it's sturdy, it opens any can without a hassle or hesitation - it's wonderful. I would strongly recommend this product and would buy it again and again.    ",1
Very happy!  Good product - just like factory original.    ,1
"Oks sya. Ang cute. Will order again. di ko na napicturan lahat, tinamad ako, yan nalang suot ko sa work.",1
sayang pera 10 mins. lobat agad 1 percent lng nalalagay,0
"Excellent  I use these trays in my humidor for my loose cigars. Large, well built and fragrant.    ",1
Nakabubble wrap lng xa ska hnd kasya sa phone ko.,0
Not a fan of this product  This item made my son break out in hives. Any part of his body that touched the material turned red with huge hives    ,0
ok to maliit lang. pwede mo adjust kung gano kaliwanag. tska 3 klase yung liwanag nya. pwede sya gamitin pag brown out isaksak lang sa power bank may ilaw kana.,1
Five Stars  Great toy. Keeps my children busy for hours.    ,1
"Shipped out: 4.11 Received: 4:13 Kung sakali mang ipang reregalo nyo, wag na kayo dito umorder, sobrang tagal mag ship out, or kung gusto nyo agahan nyo Yung order nyo. For the product okay Naman kumpleto, ang liit pala, kasing liit Lang Ng thumb ko.",0
"Five Stars  I bought this knife set specifically for Thanksgiving 2017. The knife carved the turkey and ham perfectly. My Dad and brother also tried the knife, and they were impressed with the quality and sharpness. Very happy with this purchase.    ",1
"They did come in a nice, sturdy wooden box  Followed directions exactly. Wouldn't seat on corner and bottom completely making touch screen more of a push hard screen. Took off of first protector and tried again with second one. The second one chipped and cracked within 24 hours. They did come in a nice, sturdy wooden box.    ",0
Mabilis malowbat pero okay na rin e bilad ko nlng bukas sana uminit Hindi pala cya sensor nagkamali ako ng basa hehaheha,1
Sayang Lang Pera Ko Mahina WaLa ManLang Lamig Kahit may ice na. Disappointed sayang 310 Ko PalPak. Wag na kayo mag Order NASA HuLi Pagsisisi.,0
"LOVED this product.  I loved how long the product lasted (over a month and a half) and noticed my skin is brighter, smoother, and more clear. I paired it with the No B.S. toner and have had great results.    ",1
Naunahan pa iba kong order huhu pero okay lang sobrang need ko na ng deo HAHAHAH ang bilis dumating at super safe din kase ang kapal ng bubble wrap thank youuuuuu nivea and shoppeeeeee will order again,1
Worst vendor I have ever worked with...  This has been the worst experience I have every had with any of my Amazon orders. I order a 6 pack of Torani syrup and was sent only 4 bottles. I immediately sent off a question to the vendor and waited 3 days but heard nothing. I then sent off another email 3 days ago and have still heard nothing. I did not get what I paid for and nobody with their organization has even tried to fix the situation. I feel completely taken advantage of and I will never order anything from this vendor again. This is not at all how the process should work. Terrible experience and in my opinion a terrible vendor.    ,0
Tuwang tuwa ang anak ko dumating na pang snack nya thank you this shop mabilis pag ship thank sa uulitin mabuhay.,1
"Doesn't work. Not worth the money  Very disappointed. We found a dead mouse in the attic, removed and hope this would help with getting rid of the smell. I pitched three bags ($31) It hasn't made any difference. Feel kind of scammed. Expensive for no results    ",0
Ang bilis malowbat wala pang 30 mins sa level 1 ng fan lowbat na agad,0
Okay xa maganda at makapal. Ganda ng color. Thank you shopee at seller.,1
pangit kabonding amp! magbebenta sira sayang ang pera ko pinaghihirapan ko mapupunta lng sa sira nakakadismaya kayo wg na kayong mgbenta kung si nman maayos!,0
Check to make sure tamper seal is fully in tact  I didn't get a chance to try. Seal was already broken upon opening & was sent a request to return upon notifying Amazon.    ,0
Broken  It is BROKEN WHEN I RECEIVED THE PACKAGE    ,0
Ang bilis dumating at ang ganda ng tela nya thank you seller,1
"First purchase ko ok sya, pero second purchase di napack ng maayos kaya nag kadamage.",0
"Bad aftertaste  I like Annie's Mac & Cheese for when I don't have time to make it homemade, but this one had a nasty aftertaste. I tried 2 boxes and they both had the same bad aftertaste. No one in my family liked it.    ",0
super nice ng item. sanaag tagal. salamat seller at shopee.,1
ang ganda ng tv maayos ang pagkapack nakalagay pa sa kahoy kaya safe siya salamat seller nagagamit n ng mga pupils ko,1
Happy  Holds enough water to last for days on low and better than a day on high. Quiet also. Thinking of ordering a second one !    ,1
Ang ganda ng packaging and ang cute kase ng comb niya for your lashes kaya ko siya binili. Thank you so much po,1
maganda naman siya pero di siya smudgeproof or waterproof,0
Five Stars  Great got what was ordered    ,1
I love it pooooooo! Ang ganda pramisss!,1
Really enjoyed  Good storyline with entertaining and enjoyable characters and unbelievable chemistry    ,1
One Star  Massively uncomfortable when worn.    ,0
Maiksi pala yung 5M. Overall good quality,1
Maganda buy na kayo haha thank you 2days lang dumating na agad,1
Naka wrap sya ng maayos ang bagong bago talaga. Matagal ko nang gustong bumili neto kaya I'm so happy na dumating na. May free bookmark din sya na 3pcs. Sulit!,1
Dalawa po inorder ko May butas po yung isa,0
Try ko pa sana effective at sana puti n ako.,0
Napakaganda ng wallet ng bustanten maraming lagayan ng card at super ganda at tingin ko matibay ang pagkakagawa nitong wallet na ito. At sempre salamat sa nag deliver na mabait. Riader ang totoo nga pinakansel ko na itong walet na ito.buti nalang at nagbago isip ko kinuha ko siya natuwa naman.,1
hindi naman po madulas cotton naman ito nabibili lang sa tabi tabi bukod dun hindi fit sakn ang medium parang small pati ug XL niyo parang un pa ang medium wasting of money hays,0
ORDER KO PANG MENS! BINIGAY NYO PANG BABAE MAG BASA NG REMARKS SELLER SAYANG PERA SAU! NAKAKA DISMAYA DITO BUMILI! HINDI PINUPULOT ANG PERA!,0
Great Study Aid  Recommended to and used as reference/study aid by LPN student.    ,1
"Seller please reply! Sbi nyo sa post nyo may free mic pro ung pinadala nyo wla. Dina nga maayos packaging nyo, kulang pa. Medyo mahina din ung speaker compare sa ibang nabilhan ko pero same price lng nmn. Edit ko tong rate ko if mreresolve to or atleast magreply si seller para mliwanagan ako.",0
Ok nman ung storage nya malaki kya lng pg nlagyan n ng video bigla nlang mgcocorupt ung video nya pti music.ginamit ko mna ng 1 month bgo aq ng rating wla tlagang ngbago kya 1 star lng,0
Great quality  Love that this is cotton and thick. Doesn't get hot in it or cold. My son finds it very comfortable. Great quality.    ,1
Ang ganda nya mabilis lang din ung delivery time nya thank you seller ang ganda ng kwarto ko kaso hindi ganun ka liwanag ung white sayang saka ung remote medjo mahirap gamit in pa sum pong sum pong siguro ma hina na agad battery ng remote ung lang,1
"Ok naman siya, cute saka legit na protektado ang mata kakaselpo. Hahahaha. medyo extra careful lng since medyo manipis yung support niya sa gilid. Thanks po",1
Doesn't work in rural area.  Doesn't work in rural area.    ,0
"Great and then Not  Worked great a few times, but it failed me on two rides in which I needed this light to be riding at night. The first time I thought the light wasn't fully charged because the lights themselves would flash three times and then the unit would power off. After that ride I charged it fully, even though there was no indicator telling me it was charging or charged. Second ride I tested the light and the same thing happened, the light flashed three times and shut off. Cheap product.    ",0
manipis yung tela pero muka namang hindi agad matutuklap yung print lalo na yung nezuco makapal yung print tsaka buo talaga. thank you seller,1
"Use a different seller, this product is cheap knockoff JUNK.  Used the remote for less than 3 days and a button already fell off. Yes it FELL OFF during literal normal use. Pretty ridiculous. I've also noticed I have to point it directly at the TV or it will not receive the signal, almost like the blaster isn't working correctly. Buy from another seller.    ",0
effective yung claims. super nice gamitin. okay lang naman yung frgrance. di naman mabaho at di rin gaano ka bango. napaka ganda. highly recommended!,1
"Really Enjoyed this Book1  The Author keeps your attention from the opening page to the last page, There are multiple story line lines running concurrently through the whole book. A good balance of mystery, humor and character development. I really look forward to reading the next book to see if it is written as well as this first installment.    ",1
mtgal iccharge mablis ma lobat. full sia pero pag nichrge sa cp di man lng maka kalahati excited pa nman ako,0
Exactly as pictured  I use this with swimsuits and jeans.    ,1
"I don't currently know what the couch looks like because it is sitting in a box on my ...  I don't currently know what the couch looks like because it is sitting in a box on my porch. This couch is delivered curbside only and it says it in the fine print. It is not made clear though that this is curbside only. They sent a truck with one person who doesn't even know how to do deliveries. I am very unhappy about this because I am a single person living in a house and I do not have help bringing in furniture. They should realize that not everyone has lots of people living in the house that can help carry it in. The previous couch I got from Amazon was so lightweight that I could move it around myself, but not this one.    ",0
This is not what I expected kasi akala ko malaki sya ng konti haha. Pero okay naman sya para sa price nya. Medyo maliit nga lang talaga and yung strap maiksi or parang masikip pag sinuot haha pero ok sya. You'll get what you pay for.,1
NOT compatible with iPhoneX  Definitely NOT compatible with iPhoneX. Money wasted! Return process seems deliberately complicated to deter any returns. Seller does not reply to emails.    ,0
Good quality product. Matagal nga lang dumating but worth it naman. Wala namang damage. Nakalagay lang sa plastic at bubble mailer. Overall good product.,1
Fast shipment and easy to install  Fast shipment and easy to install. I don't have any mechanic experience and even have my friend install the back off camera for my car last year. My friend is out of town for his business trip and I have to install it by myself and I did it just in 30 minutes!!! It worth my dollars and quality is good over my expectation. I am still exploring all the features of this new car radio (sorry I am not a very high tech person) but so far it meets all my needs and functioned very well for me. Quick and easy to connect with my smartphone.    ,1
Goods ganda pag kakabalot ok naman siya sa ML solid tigas ng baterry life niya ng magnda pa hindi siya umiinit.althought hindi magnda front cam niya kasi mabba mp.pero solid for gaming ayos na to for me at s price nya. Madaling kausap seller kudos.,1
Terrible experience before using it  won't be able to open it. Was not properly installed while the factory assembled it.    ,0
"COMPANY DOES NOT STATE ANYWHERE THEY DO NOT HONOR RETURNS  COMPANY DOES NOT STATE ANYWHERE THEY DO NOT HONOR RETURNS. I NEED TO RETURN THIS, AND THE COMPANY THAT SHIPPED IT STATES THEY DO NOT ACCEPT RETURNS, TO REFER TO AMAZON RETURNS. I CAN'T GET AMAZON TO HELP ME EITHER.    ",0
7 days lang dumating na yung product akala ko 30 days pa. Malakas nman ang hangin may option yung fan kung gaano kalakas. Maganda yung kulay at madaling butbitin kung saan. Sana tumagal… worth it nman sa price nya.,1
One Star  Ring is larger than expected very heavy    ,0
"Long last ok na ok pang event kahit kumain and drinks it goes along way,transfer proof din sya,may sakto lang sya sa price nya",1
"Not reliable  We are very disappointed with this thermometer. We bought it hoping for a reliable read and haven't found it in this product-we have read the directions to make sure we aren't missing something. My children clearly have a fever by feeling their forehead but the thermometer is registering as ""green""-everything is great. Clearly it is not working correctly.    ",0
Sana daw mg tagal. Hahah sabi ng may ari,0
It never came  I never received this product.    ,0
Don't waste your money  Didn't work! Applied like video said and still leaked. Bought for swim part and Cast got soaked. Having to get a new cast. Waste of miney    ,0
Hindi jogger pants ang binigay saken: sana mapansin nakakahiya naman po sa nagpabili saken:,0
"Mabilis po dumating, medyo manipis nga lng pero ok na un para sa price nya. Salamat seller. Napakabilis dumating Ng items.",0
Na receive ko na ang parcel and lahat ng damit is magaganda kasyang-kasya talaga sa akin. Thank you seller.,1
THANK YOU! LIIT NAMAN NG SIZE NYO DI KATULAD NUNG NASA SIZE CHART NYO JUSKO! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH,0
"It survived JUST 4 months  I wore this pretty much constantly until today. I sat down & the case fell off. It ripped on the top of the belt loop. I had not noticed any problems before. It ""looked"" to be a good, sturdy case. I was sadly mistaken. I would have returned it for a replacement but I'm out of time since January. Buyer beware, looks are deceiving.    ",0
Very low sound quality  Very very quite headphones. Can hear my box fan over the sound of the game with my headphones on.    ,0
"Prefect, lightweight...  Clings to my face during inhale, which is necessary to keep dust, etc. out! Easy to breathe while I'm wearing it. I wear these during flu season, not because I'm sick, but because I don't want to get sick. Last year the flu shot was only 30% effective, I didn't get one. Wearing one of these masks prevented me from getting sick! So what - I couldn't care less what anyone says or thinks! LET THEM STARE - TAKE A PICTURE, IT'LL LAST LONGER!    ",1
"gagi nabali agad pero oks lang yung iba naman gumaganaa, thankyouu parin",0
"Great tiny thing!  First, it came a day early so that's a good thing already. Second, my son loves it. It sounds great.    ",1
"I like 'em!  Gloves fit well, finger tips work well on my phone and tablet, gloves are also warm enough for my daily defrosting of my car and trip to work.    ",1
Worth price  So far so good . Works great. Going from a lg to an iPhone . Still getting used to this .    ,1
Great back light  I'm glad that my Mom told me about this light. It works great! I can see my projects a lot better.    ,1
Five Stars  This is the perfect tool to extend the utility of a computer with Not enough USB ports.    ,1
So disappointed in this product and wish I was in the ...  I followed instructions down to the letter and I was left with a couple broken plates. I had to take them all down. So disappointed in this product and wish I was in the window to return them.    ,0
"Missing parts  Would have given a better review, but package came without two hook parts that are needed for assembly.    ",0
Hindi nagpafunction kapag printer ikakabit mo hayst.,0
Very good product  I use this with the Logitech 430 and it works perfect. Works on my phone and my Xbox one. Cable matches the headset too. It's a great product I needed    ,1
"3days lang dumating. kahapon habang nanonood ako sa youtube nag hang sya wala pang 15mins na gamit, ayaw nya na gumana so kailangan kopa tanggalin sa saksakan, 2 beses sya nag hang. ngayon kakavid kolang ayaw nya na mag open naka stay nalang sa mbox. hindi rin sya 4g+32gb kaya pala mura",0
Sulit sya kahit mahal kase maganda yung shades nya at yung texture pag naapply sa lips. Medyo makapal din sya di katulad ng ordinary lip gloss ko dati mabilis magfade. At mabango sya. Thank you seller,1
"Outstanding product for ""hot spots"", etc. Great stuff!  Exactly what my breeder (Pembroke Welsh Corgis) uses. It works; and doesn't need to be rinsed off...    ",1
Ang tagal na ngang dumating Sira pa Panu magagamit yan Kainis,0
Navy blue sana kaso Royal blue dumating hays,0
Safe dumating No damage Mabait seller High ang quality Maganda sa shop na to Will order again,1
Di mo sya pwedeng ipang regalo kasi ang nipis kala ko medyo makapal sya pero wag ka ng mag reklamo kasi nga mura lang ayun lang,0
"sobrang liit nya kumpara sa picture. pero ok nmn sya gumagana nmn. malakas ang tunog, pti ung mic. gumagana dn",1
Gift  Gift item...was loved    ,1
Sobra qng liit ng item. Xs body frame ko pero sobrang sikip padin sakin at iba ang binigay nila sa nasa picture na inorder ko,0
Sorry for super late feedback actually ubos na hahaha masarap siya hindi Naman kami bago cadburry shots legit Naman talaga masarap Thank u po,1
I don't think it's working po. Sinaksak ko sa usb port pero hindi po siya nailaw. Meron po ba tong switch?,0
Different product in package.  How did a tire gauge get delivered?    ,0
Sobrang safe sya dedeliver sayo talagang naka bubble wrapped sya,1
Diko malaman kung brand new ba ito o pinaglumaan na. Kitang kita naman sa box hays.,0
very satisfied customer here ang ganda ng quality at may libre pang batteries hopefully tumagal at mag oorder ulit ako pang regalo,1
"safe lahat kase maganda pag ka balot, mas mahaba pa itong tape nato kesa nabibili ko sa palengke tas mahal, gooooddddsss",1
Works well  I like this for quick and easy car washes    ,1
"Thank you so much.mabilis ang dating niya wala na na yung isa kasi ginagamit na aged.may magagamit na anak ko,ang cute magkakaiba yung kulay niya.makapal siya ang masakit din.thank you so much will order again",1
"Best product  This product is better than any other lip balm I've used, and ive used just about all of it out there. This lasts longer, handles wind burn better, moisturizes faster, and doesn't wear off as easily.    ",1
"As you can see, grabe ang pagpack nila ng product. Very secured hindi talaga mababasag Kaya sa mga naghahanap ng shop na maayos sa produkto Wag na mag atubili iadd to cart mo na",1
I just got an email stating my money would be refunded and it was too late to order something else that looked like this. I was  Not sure why this product never came. I just got an email stating my money would be refunded and it was too late to order something else that looked like this. I was really bummed    ,0
The two cord that go to the AirPod and phone ...  The two cord that go to the AirPod and phone will not stay in the groves. Also the metal piece that covers the cord to the watch will not stay on.    ,0
Wow! I am shook over this!  I cannot believe how great thisbis and for only $10! It is soooo well made and works! It is tough to get past the hips but once you get it on it is very comfortable. And best thing is that it does not roll down! Money well spent! Also i am 1'4 163lbs and i went with size large and it is a perfect fit!!!    ,1
I was so disappointed! Sayang 95 pesos sis Tama naman ung color pero ang layo sa picture na nakita ko.,0
Coffee Maker is ok. Coffee pot is very poorly ...  Coffee Maker is ok. Coffee pot is very poorly designed. Cannot fill water into coffee maker without having some spillage. Same when pouring coffee into a cup when the pot is 3/4 to full of coffee. Would never buy again. Need to find another coffee maker. Same complaint on the web site. Wish I would have listened to others.    ,0
Buttons don't line up  This isn't a good case for the iPhone 1C - the holes for the buttons don't line up with buttons on the phone.    ,0
"Awful!  Goodness-aside from being scraggly and bent up, as soon as I opened the package, several leaves and olives fell off. As soon as I started trying to fluff the bushes, more leaves fell off & frankly, they look awful. I got some at a store in town when they were 10% off and they look SO much better for less. So disappointed.    ",0
Does not work  This product did not work as stated it would. I tried it several times with different loads of laundry and there was never anything inside and I have a dog who sheds terribly and I know there is hair in my wash.    ,0
"Great price, poor quality.  We looked all over Amazon for a new set of luggage and finally settled on this set after comparing price and reviews. Our main concern was the durability of the set. Well our fears were realized on our 0st trip. The luggage was nice and light, rolled well, had great space inside but when we picked up our luggage at the baggage claim, the largest one was missing a wheel. It had completely ripped off of the case, exposing the fabric inside the shell. The middle one lost one of the bumpers on it's spine, exposing two metal studs. Luckily United had 2 new suitcases that they swapped out right then and there for us. It just seemed like the better way to go instead of filing a claim and purchasing this set a 2nd time. We really wanted to like the set too...pretty bummed at the quality.    ",0
Gumagana siya pero yung pindutan nya sira pag lagay ng battery automatic na siyang uma andar,0
Maganda siya I liked it but little disappointed kasi iba yung nakalagay Christian huhu I wanted sana yung the only one is me na nakalagay ata dun yeah but the product looks good if kayang mapalitan ni seller then sana mapalitan hehe yun lang grateful period,1
Dmo mkita ung lashes mo pag gingamit mo tas d gano nka buka kya hirap gmitin,0
"Best solution!!!  I use this pump in my fishing boat, it works very well as an auxiliary pump.    ",1
Ang ganda nya sobra it looks good parang pang sosyalin hahaha dapat pala dito ako umorder before hindi kay S*c*la*y It was worth the wait,1
"Excellent Service  Excellent seller. Processed order quickly, product was exactly as described, packaged extremely well. Seller went above and beyond, included a free air freshener as a surprise gift. It was a pleasure doing business with this seller.    ",1
"Received complete items. Pang ilang order ko na dito effective talaga yung mga product nila. Bilis pa ng deliver nila, may free soap pa.",1
Di umaandar yung 1. isip isip bago kunin. hay dissapointing,0
Perfect size  Perfect size for our needs and fits flush against the wall in garage using very little space.    ,1
salamat narecieve q na order nung isang araw pa ngaun lng po nkapag rate. may pic pa kaso nadelete q ung box ng order q muntik na madurog sobra lukot nya buti nlng nd nadamage yung laman sa loob.,0
Sakto lang tung dating ng delivery but it’s fine as long as it’s complete and safe,1
"Comfortable to wear  I have ordered the bracelets for myself and my boyfriend, until now looks very nice and is still in its best condition. I wear it almost daily and it is comfortable to wear.    ",1
